Population_ID,Generation,Population_Size,Mutation_Rate,Migration_Rate,Trait_Frequency_A,Trait_Frequency_B,Fitness_A,Fitness_B,Selection_Pressure,Gene_Expression_Levels,Allele_Frequencies,Heritability,Epistasis_Index,Inbreeding_Coefficient,Genetic_Drift_Index
Pop4,2,802,0.00444,0.021,0.445,0.555,0.91,0.9,1.01,0.903482866,0.384817936,0.773069124,0.349599394,0.14114766,0.156552725
Pop1,3,1200,0.00318,0.066,0.352,0.648,0.96,0.94,1.02,0.634015228,0.544392396,0.51354596,0.209456167,0.165756801,0.06687547
Pop4,4,930,0.00173,0.049,0.63,0.37,0.92,0.81,1.14,0.528782676,0.464411388,0.379739407,0.295133727,0.169766651,0.160388061
Pop4,4,1989,0.00128,0.09,0.581,0.419,0.81,0.71,1.14,1.255137256,0.635944521,0.246117245,0.13290893,0.232935101,0.091264832
Pop1,2,1619,0.00093,0.059,0.415,0.585,0.72,0.9,0.8,1.120309551,0.660009249,0.500374561,0.283833623,0.249237354,0.145866177
Pop5,2,991,0.00215,0.076,0.615,0.385,0.72,0.99,0.73,1.204079768,0.441368552,0.676709327,0.222585387,0.180039365,0.101144296
Pop4,4,986,0.00317,0.09,0.671,0.329,0.8,0.76,1.05,0.712964162,0.394748224,0.624251886,0.428952484,0.071805302,0.199650839
Pop4,3,670,0.00344,0.019,0.394,0.606,0.7,0.76,0.92,0.636371476,0.612210206,0.230135607,0.122791491,0.219938101,0.089532722
Pop4,1,837,0.00135,0.013,0.498,0.502,0.99,0.96,1.03,0.514544666,0.409922414,0.243741101,0.26744291,0.012305229,0.091869571
Pop1,3,592,0.00374,0.079,0.446,0.554,0.92,0.86,1.07,0.850587559,0.629045727,0.44172397,0.28337257,0.057770213,0.189600838
Pop1,2,1309,0.00459,0.051,0.33,0.67,0.7,0.79,0.89,1.089917687,0.469495301,0.377174296,0.390002431,0.224346429,0.053696661
Pop3,1,1404,0.00051,0.05,0.588,0.412,0.99,0.95,1.04,0.892244045,0.56701996,0.339430594,0.32971503,0.064047879,0.154503348
Pop1,2,1576,0.00274,0.026,0.607,0.393,0.7,0.73,0.96,0.937474922,0.338214126,0.368602699,0.366884935,0.055162765,0.158798959
Pop5,2,530,0.00093,0.071,0.487,0.513,0.89,0.99,0.9,1.404158694,0.54954373,0.682089646,0.410819714,0.034531323,0.175456787
Pop1,1,1674,0.00408,0.089,0.396,0.604,0.8,0.7,1.14,0.848255467,0.480707071,0.757536832,0.444881189,0.214777939,0.196165897
Pop5,4,534,0.00125,0.06,0.497,0.503,0.92,0.7,1.31,1.013989489,0.534643385,0.443061617,0.225550199,0.125014565,0.196340288
Pop3,5,1267,0.00395,0.048,0.317,0.683,0.85,0.79,1.08,1.283653013,0.367205683,0.743666601,0.315209082,0.168723301,0.059791514
Pop5,2,1675,0.00073,0.013,0.43,0.57,0.82,0.79,1.04,0.896542782,0.594749498,0.392897421,0.436043231,0.059766596,0.173275898
Pop2,5,1175,0.00095,0.076,0.433,0.567,0.74,0.78,0.95,1.1220867,0.645118831,0.485862192,0.495780452,0.189510105,0.14694649
Pop1,2,1363,0.00202,0.038,0.543,0.457,0.98,0.76,1.29,1.362363709,0.38669592,0.335617399,0.455807724,0.190001386,0.14710132
Pop4,3,1428,0.00082,0.079,0.381,0.619,0.92,0.81,1.14,1.449520624,0.338285822,0.584285625,0.248586905,0.078149506,0.069252489
Pop5,5,717,0.00381,0.033,0.308,0.692,0.88,0.97,0.91,0.647073481,0.309455434,0.787388669,0.178066607,0.102670658,0.147528075
Pop3,5,1607,0.00326,0.089,0.308,0.692,0.83,0.93,0.89,1.426587625,0.5567886,0.562095858,0.295757015,0.052422569,0.197372387
Pop3,4,1039,0.0038,0.079,0.581,0.419,1,0.94,1.06,0.992116293,0.542837614,0.41468845,0.396656581,0.244140256,0.186772785
Pop5,2,1498,0.00496,0.082,0.581,0.419,0.88,0.84,1.05,0.758244388,0.518678965,0.588690468,0.297027628,0.161400644,0.115869599
Pop1,2,1831,0.00399,0.098,0.452,0.548,0.75,0.74,1.01,0.959135756,0.392778838,0.273752407,0.293272345,0.23363597,0.055992196
Pop1,1,1577,0.00455,0.072,0.558,0.442,0.73,0.95,0.77,1.480032575,0.456362398,0.733195448,0.435292168,0.075846386,0.104344024
Pop5,1,1694,0.00114,0.016,0.577,0.423,0.91,0.81,1.12,0.992618094,0.537790534,0.50185037,0.244561512,0.195472728,0.173958547
Pop4,1,561,0.00488,0.037,0.496,0.504,0.97,1,0.97,0.82875161,0.498706744,0.469609845,0.44391787,0.191464661,0.155224865
Pop4,4,1356,0.00266,0.094,0.402,0.598,0.86,0.93,0.92,1.133400854,0.695114208,0.551518873,0.26272192,0.172913913,0.118901548
Pop5,1,943,0.00136,0.036,0.379,0.621,0.84,0.75,1.12,0.740145619,0.354575901,0.574870318,0.231293242,0.241409744,0.05826523
Pop4,2,1151,0.00294,0.033,0.325,0.675,0.9,0.97,0.93,0.575863328,0.578057822,0.243065484,0.281595964,0.098388834,0.114034209
Pop5,1,1225,0.00389,0.068,0.637,0.363,0.77,0.76,1.01,0.628879722,0.461727507,0.609570333,0.404978783,0.032679331,0.120353741
Pop5,5,1035,0.00056,0.078,0.551,0.449,0.73,0.79,0.92,0.628045839,0.471279846,0.345159008,0.150400811,0.167927215,0.18928333
Pop3,2,1270,0.00154,0.095,0.686,0.314,0.88,0.71,1.24,0.651902694,0.587039106,0.62837158,0.178567686,0.18232745,0.146162916
Pop5,3,1645,0.00409,0.019,0.406,0.594,0.99,0.72,1.38,0.638827173,0.576974461,0.693520877,0.48057793,0.143765143,0.096747937
Pop5,2,1030,0.00371,0.084,0.587,0.413,0.96,0.84,1.14,1.140874745,0.696502397,0.682375105,0.170196651,0.051704473,0.12879774
Pop3,2,1887,0.00122,0.082,0.668,0.332,0.72,0.95,0.76,0.681880084,0.351357716,0.53150058,0.327090927,0.126113985,0.059908296
Pop1,4,830,0.00167,0.025,0.366,0.634,0.84,0.73,1.15,0.845667283,0.34164386,0.512101935,0.331725787,0.078047434,0.195885235
Pop5,1,516,0.00356,0.09,0.651,0.349,0.81,0.88,0.92,1.39678841,0.589735527,0.285725577,0.295849785,0.106866632,0.104008985
Pop5,5,1016,0.00381,0.097,0.401,0.599,0.71,0.95,0.75,0.97396164,0.531354767,0.66520769,0.357898099,0.161304644,0.121680103
Pop2,5,1669,0.00052,0.055,0.659,0.341,0.71,0.85,0.84,1.167557739,0.409664267,0.362845628,0.19193069,0.186303686,0.103292596
Pop5,5,975,0.00405,0.05,0.54,0.46,0.84,0.78,1.08,0.672319871,0.331767748,0.498017254,0.321064907,0.058056173,0.15237676
Pop5,1,1374,0.0043,0.086,0.459,0.541,0.82,0.8,1.02,0.692289019,0.3342633,0.370564456,0.248869302,0.10133134,0.149334824
Pop3,2,833,0.00254,0.045,0.615,0.385,0.97,0.89,1.09,0.540868616,0.65767635,0.280297018,0.364666904,0.067290393,0.157298347
Pop3,4,1812,0.001,0.088,0.403,0.597,0.79,0.99,0.8,0.668935063,0.37674693,0.577734618,0.156489417,0.049657903,0.090221484
Pop5,2,854,0.00104,0.084,0.633,0.367,0.74,0.82,0.9,0.778590339,0.429348625,0.232599221,0.328350967,0.195846805,0.097350272
Pop2,5,911,0.00155,0.054,0.561,0.439,0.93,0.91,1.02,0.677010484,0.390662561,0.64918714,0.174108142,0.227313174,0.068787685
Pop1,5,1976,0.00234,0.021,0.352,0.648,0.92,0.72,1.28,0.588702534,0.441998522,0.390552077,0.211457225,0.092558046,0.148326496
Pop1,1,1668,0.00071,0.071,0.376,0.624,0.75,0.97,0.77,0.620635871,0.327769537,0.200080816,0.18748392,0.187819731,0.055969569
Pop2,5,886,0.00464,0.074,0.431,0.569,0.73,0.72,1.01,0.960778768,0.507623916,0.506677484,0.173135112,0.224248822,0.13965235
Pop1,2,1676,0.00288,0.065,0.635,0.365,0.71,0.95,0.75,0.706333718,0.327045025,0.228111145,0.430284381,0.211531053,0.180454383
Pop4,3,1564,0.00492,0.027,0.688,0.312,0.94,0.71,1.32,0.864269861,0.620142603,0.365701735,0.214283027,0.045703347,0.183624822
Pop2,4,1202,0.00326,0.062,0.688,0.312,0.72,0.87,0.83,1.003417271,0.393484833,0.624185892,0.470849513,0.23907297,0.117355664
Pop4,2,1134,0.00478,0.048,0.561,0.439,0.99,0.87,1.14,1.190394829,0.516004766,0.237613773,0.48797061,0.09416911,0.118895553
Pop4,5,558,0.00373,0.078,0.698,0.302,0.96,0.92,1.04,0.53931214,0.652031635,0.703603095,0.328504188,0.084810165,0.061545377
Pop2,5,1124,0.00412,0.013,0.372,0.628,0.86,0.94,0.91,1.299410399,0.560350948,0.202291954,0.157200449,0.015607832,0.150614754
Pop3,5,728,0.001,0.078,0.683,0.317,0.88,0.77,1.14,1.127900389,0.513183115,0.348094322,0.249819297,0.121543414,0.173188913
Pop5,2,1094,0.00447,0.068,0.597,0.403,0.79,0.9,0.88,0.581759032,0.429733501,0.644542434,0.419092905,0.027253404,0.086698258
Pop5,3,1186,0.00184,0.083,0.52,0.48,0.71,0.82,0.87,1.373578624,0.433200765,0.38976209,0.246956291,0.062134955,0.113195132
Pop1,1,1059,0.00434,0.04,0.651,0.349,0.96,0.79,1.22,1.420872401,0.567794782,0.261135433,0.134806887,0.079235655,0.175825901
Pop5,5,662,0.0023,0.08,0.416,0.584,0.85,0.73,1.16,0.56107796,0.697655744,0.416140351,0.322713964,0.202206581,0.18156807
Pop4,1,571,0.00069,0.036,0.408,0.592,0.96,0.83,1.16,0.776877648,0.564735676,0.362235972,0.438048341,0.218872163,0.086476997
Pop5,2,586,0.00253,0.02,0.599,0.401,1,0.91,1.1,1.30620128,0.523113367,0.705627141,0.418370555,0.075616579,0.132585595
Pop4,4,1648,0.00403,0.092,0.47,0.53,0.8,0.71,1.13,1.24825969,0.592260204,0.388008751,0.170049256,0.21467453,0.078873973
Pop2,5,505,0.00479,0.099,0.527,0.473,0.85,0.74,1.15,0.684521019,0.486082245,0.673359483,0.369105846,0.214307734,0.065281815
Pop5,1,1298,0.00344,0.079,0.355,0.645,0.92,0.84,1.1,0.709349323,0.324056937,0.735123287,0.188201705,0.191162738,0.186668075
Pop4,4,1246,0.00174,0.097,0.564,0.436,0.84,0.9,0.93,0.870472103,0.524918726,0.460290452,0.187283014,0.036673779,0.173076126
Pop3,3,1583,0.00112,0.037,0.646,0.354,0.82,0.87,0.94,0.984522985,0.683050114,0.745965886,0.449628709,0.172580712,0.164005235
Pop5,1,1879,0.0021,0.035,0.342,0.658,0.75,0.72,1.04,1.118254772,0.370121177,0.426390832,0.199867581,0.236256016,0.057314948
Pop3,2,807,0.0039,0.028,0.315,0.685,0.78,0.84,0.93,0.86891364,0.576001956,0.77844705,0.205298939,0.17063512,0.176559319
Pop5,5,1138,0.00378,0.069,0.61,0.39,0.99,0.72,1.38,0.962534716,0.380373475,0.253573715,0.100261356,0.082904212,0.115706611
Pop3,3,1029,0.00407,0.091,0.578,0.422,0.71,0.75,0.95,1.247470938,0.514331074,0.61221156,0.448267614,0.125144829,0.101359268
Pop4,1,913,0.00204,0.094,0.626,0.374,0.72,0.86,0.84,0.536683203,0.33867058,0.496288424,0.417037925,0.161431261,0.131971454
Pop1,4,1632,0.00413,0.064,0.443,0.557,0.95,0.7,1.36,0.752436944,0.480148375,0.432589283,0.350931574,0.127642602,0.063702986
Pop2,3,1119,0.00443,0.068,0.587,0.413,0.75,0.73,1.03,1.213349586,0.602465332,0.579627127,0.400106306,0.029988235,0.163496982
Pop4,3,1723,0.00464,0.031,0.678,0.322,0.77,0.93,0.83,1.395206838,0.43902861,0.622314255,0.160819427,0.078016011,0.137365262
Pop2,4,1623,0.00399,0.016,0.566,0.434,0.73,0.75,0.97,1.011677442,0.56596469,0.202617962,0.283329438,0.200599008,0.077988515
Pop4,4,1463,0.00207,0.038,0.508,0.492,0.92,0.93,0.99,1.032113485,0.618179984,0.300171853,0.240487755,0.215354512,0.07823483
Pop4,5,1853,0.00205,0.07,0.321,0.679,0.87,0.88,0.99,0.607172011,0.670871128,0.62782763,0.137510611,0.034325008,0.077637298
Pop3,1,945,0.00171,0.045,0.483,0.517,0.92,0.88,1.05,0.947412367,0.393856833,0.599831248,0.294452194,0.238096688,0.058550358
Pop1,5,1734,0.00361,0.047,0.537,0.463,0.76,0.81,0.94,1.032617266,0.459726366,0.779628503,0.46829586,0.082205654,0.138169767
Pop2,1,1034,0.00191,0.064,0.341,0.659,0.88,0.74,1.19,0.742470504,0.360966405,0.656622674,0.116023648,0.165578435,0.176052227
Pop3,4,518,0.0038,0.048,0.551,0.449,0.76,0.77,0.99,0.769243231,0.696993401,0.770463625,0.216584365,0.187956286,0.052624732
Pop3,5,1464,0.0047,0.062,0.696,0.304,0.86,0.78,1.1,0.877284163,0.670800387,0.621524301,0.183016374,0.202986559,0.057350697
Pop3,3,1895,0.00113,0.064,0.528,0.472,0.72,0.74,0.97,0.520071198,0.515982852,0.378831325,0.195258661,0.236437426,0.135915542
Pop2,1,714,0.00078,0.059,0.611,0.389,0.91,0.85,1.07,0.822079166,0.636813318,0.263218953,0.463373821,0.078229887,0.172924353
Pop1,5,1037,0.00196,0.052,0.544,0.456,0.82,0.83,0.99,0.711448007,0.508383191,0.669094318,0.287227622,0.214626614,0.099010834
Pop5,2,1410,0.00387,0.063,0.585,0.415,0.9,0.94,0.96,0.827497352,0.549434275,0.586489533,0.286519765,0.032921726,0.10244216
Pop5,2,897,0.0033,0.093,0.32,0.68,0.8,0.88,0.91,0.619762132,0.335649773,0.228911607,0.404230257,0.176260227,0.139451975
Pop5,5,1430,0.00333,0.058,0.388,0.612,0.72,0.81,0.89,1.390527281,0.602108168,0.41603028,0.161796882,0.185494432,0.091131933
Pop4,1,1607,0.0008,0.041,0.433,0.567,0.73,0.74,0.99,1.093592454,0.351085393,0.774079889,0.294906142,0.16943081,0.053991255
Pop1,3,1419,0.00282,0.084,0.327,0.673,0.86,0.91,0.95,1.179102319,0.630427052,0.500240687,0.271994086,0.063078684,0.160284278
Pop3,4,1482,0.00414,0.016,0.477,0.523,0.74,0.71,1.04,1.289171239,0.612811235,0.459637482,0.338764276,0.218260787,0.143847487
Pop5,5,1958,0.00443,0.073,0.546,0.454,0.73,0.95,0.77,0.998442199,0.583497879,0.474619763,0.499823081,0.042214616,0.1371134
Pop1,5,1872,0.00128,0.047,0.316,0.684,0.78,0.94,0.83,0.586920288,0.314464152,0.325329634,0.407779558,0.013408698,0.161252619
Pop3,2,788,0.0019,0.058,0.59,0.41,0.78,0.94,0.83,1.037106542,0.421251342,0.421224303,0.259146281,0.179366248,0.151284626
Pop4,1,1898,0.00399,0.074,0.583,0.417,0.96,0.72,1.33,1.086841118,0.405245028,0.421887954,0.431021221,0.118868929,0.080882298
Pop3,4,1998,0.00055,0.04,0.555,0.445,0.79,0.76,1.04,1.245439474,0.444054563,0.231413012,0.168283345,0.212274505,0.102872157
Pop2,1,557,0.00336,0.057,0.496,0.504,0.96,0.94,1.02,0.931659546,0.335057099,0.660540577,0.112185475,0.095849285,0.068916521
Pop2,2,1684,0.00211,0.089,0.695,0.305,0.95,0.86,1.1,0.627580303,0.674783129,0.449902659,0.181779349,0.042069647,0.069478552
Pop5,3,549,0.00113,0.075,0.689,0.311,0.82,0.82,1,0.783775906,0.521520896,0.693307932,0.236164622,0.209110548,0.151429362
Pop5,5,1435,0.00317,0.091,0.463,0.537,0.72,0.87,0.83,0.863082296,0.422209724,0.710208801,0.304232303,0.137227408,0.178790016
Pop3,1,1802,0.00231,0.089,0.569,0.431,0.92,0.95,0.97,1.145917241,0.458792607,0.327196433,0.346051656,0.047298948,0.194409888
Pop2,3,606,0.00069,0.073,0.459,0.541,0.88,0.86,1.02,1.070778305,0.478881016,0.594412089,0.464242287,0.180096,0.144252068
Pop5,5,586,0.0027,0.085,0.541,0.459,0.91,0.99,0.92,0.856096726,0.540237733,0.483369082,0.303941604,0.12777841,0.077615199
Pop1,1,1558,0.00345,0.027,0.583,0.417,0.95,0.98,0.97,1.486515249,0.506271771,0.728094043,0.300510258,0.151078246,0.065847552
Pop3,2,969,0.0014,0.06,0.336,0.664,0.94,0.77,1.22,1.105774819,0.667756789,0.329444408,0.120097204,0.115224585,0.171927646
Pop4,3,636,0.00193,0.01,0.572,0.428,0.73,0.79,0.92,0.737226792,0.498785393,0.60668792,0.113964621,0.207177246,0.136813471
Pop1,5,1587,0.00099,0.032,0.683,0.317,0.79,0.89,0.89,0.601782473,0.696863206,0.564651273,0.320463985,0.207390679,0.142742753
Pop1,3,1514,0.00171,0.011,0.513,0.487,0.99,0.73,1.36,0.652859139,0.640569983,0.377180887,0.275271445,0.177347205,0.167219313
Pop5,4,1269,0.00461,0.019,0.596,0.404,0.71,0.92,0.77,0.745957728,0.383404206,0.281960542,0.435672158,0.026350344,0.155491584
Pop1,4,1807,0.0029,0.014,0.39,0.61,0.98,0.92,1.07,0.660681373,0.672238086,0.590983856,0.164271834,0.209713465,0.175168738
Pop4,1,1324,0.00263,0.06,0.58,0.42,0.89,0.83,1.07,0.686567024,0.346546559,0.643158475,0.109988665,0.167753245,0.058432086
Pop4,4,781,0.00127,0.049,0.48,0.52,0.79,0.91,0.87,0.785095169,0.626979883,0.389376406,0.279615507,0.174256042,0.162128096
Pop5,4,1298,0.00207,0.048,0.551,0.449,0.94,0.83,1.13,0.673373595,0.452249317,0.586899562,0.194991423,0.09074571,0.177627914
Pop2,2,1213,0.00081,0.069,0.447,0.553,0.85,0.72,1.18,1.396765425,0.651189728,0.437078545,0.119845749,0.219819889,0.092920256
Pop5,1,774,0.00309,0.056,0.437,0.563,0.86,0.72,1.19,0.580233746,0.647222676,0.62792413,0.389839315,0.1813429,0.146067091
Pop4,1,840,0.00474,0.085,0.383,0.617,0.8,0.79,1.01,1.02451139,0.62237016,0.319529165,0.1446372,0.028147617,0.09712431
Pop5,4,1065,0.00443,0.067,0.385,0.615,0.92,0.8,1.15,0.910396827,0.616012175,0.734129002,0.3433278,0.101944509,0.19369566
Pop1,1,679,0.00274,0.02,0.493,0.507,0.98,0.87,1.13,1.482378617,0.421871656,0.372445758,0.2124199,0.22159509,0.055013536
Pop2,5,586,0.00114,0.022,0.59,0.41,0.9,0.75,1.2,0.612038902,0.332367713,0.420671593,0.16939842,0.011799175,0.136968927
Pop2,4,1018,0.00169,0.055,0.512,0.488,0.85,0.73,1.16,0.897855599,0.461192072,0.234855171,0.251900609,0.240354155,0.074975532
Pop5,2,542,0.00307,0.059,0.622,0.378,0.71,0.89,0.8,1.469470433,0.369409806,0.266907327,0.42057831,0.169790642,0.156833031
Pop5,2,1091,0.00185,0.062,0.391,0.609,0.71,0.92,0.77,1.365507126,0.577980436,0.509517142,0.256837431,0.157843994,0.076383543
Pop2,2,505,0.00402,0.066,0.657,0.343,0.79,0.87,0.91,1.317072071,0.438439891,0.360555606,0.40030786,0.067639814,0.085307489
Pop5,2,909,0.00425,0.023,0.689,0.311,0.91,0.86,1.06,0.757902827,0.69024408,0.701288135,0.150194519,0.062197947,0.124155622
Pop3,3,646,0.00169,0.09,0.644,0.356,0.94,0.88,1.07,0.670887587,0.556388831,0.208816033,0.409108568,0.235514555,0.187225242
Pop4,4,1189,0.00382,0.067,0.573,0.427,0.73,0.87,0.84,1.16864322,0.628992225,0.427456429,0.19477333,0.074568114,0.081757156
Pop3,2,1819,0.00125,0.064,0.662,0.338,0.73,0.85,0.86,1.429375989,0.353009869,0.402407328,0.370957252,0.193876324,0.071636003
Pop3,3,1043,0.00132,0.018,0.48,0.52,0.89,0.95,0.94,1.056762893,0.644805793,0.211596579,0.326312622,0.09828045,0.163846525
Pop1,3,1645,0.00086,0.099,0.316,0.684,0.91,0.96,0.95,1.071612689,0.669102876,0.274621039,0.471657887,0.034813518,0.12509293
Pop5,2,1138,0.00195,0.062,0.61,0.39,0.71,0.82,0.87,0.779979094,0.494824768,0.448185605,0.254929007,0.002678824,0.186767767
Pop1,3,1582,0.00372,0.05,0.488,0.512,0.86,0.99,0.87,1.269492933,0.542501175,0.495718751,0.126466076,0.136064334,0.071992184
Pop5,1,1892,0.00299,0.05,0.481,0.519,0.72,0.86,0.84,0.687043749,0.60592392,0.442573848,0.107662194,0.243944705,0.146889184
Pop4,5,1660,0.00144,0.083,0.319,0.681,0.94,0.95,0.99,0.823679236,0.369935451,0.518562607,0.430743424,0.092284048,0.084931872
Pop4,1,1576,0.00499,0.07,0.655,0.345,0.77,0.78,0.99,0.925436439,0.501026431,0.557079005,0.309894255,0.089298083,0.073514064
Pop3,5,537,0.00486,0.059,0.524,0.476,0.96,0.97,0.99,1.007610379,0.459465211,0.205954293,0.410097621,0.086022904,0.152514412
Pop2,3,1675,0.0017,0.091,0.382,0.618,0.83,0.73,1.14,0.742409732,0.358549597,0.478457096,0.19377024,0.130135959,0.139052693
Pop1,5,705,0.00171,0.011,0.427,0.573,0.9,0.97,0.93,0.614836825,0.447013769,0.778099545,0.238033498,0.110166221,0.163224119
Pop5,4,514,0.00149,0.029,0.344,0.656,0.87,0.71,1.23,1.110620042,0.327268924,0.511419368,0.112041549,0.219978657,0.096419386
Pop4,2,1092,0.004,0.092,0.347,0.653,0.93,0.74,1.26,0.788630553,0.310324763,0.60652536,0.48459693,0.126380198,0.117195748
Pop1,3,1468,0.00347,0.014,0.322,0.678,0.74,0.85,0.87,1.081238221,0.354066516,0.387118315,0.367147163,0.12693946,0.110820751
Pop4,3,533,0.00124,0.07,0.439,0.561,0.94,0.81,1.16,0.654362715,0.685246045,0.664394827,0.473282035,0.034592899,0.19761342
Pop3,5,1812,0.00163,0.029,0.497,0.503,0.98,0.8,1.22,0.981140102,0.519811814,0.663752889,0.206198563,0.245684885,0.093837344
Pop5,4,1723,0.0045,0.1,0.678,0.322,0.84,0.8,1.05,1.032589433,0.686328864,0.512777629,0.344585444,0.062493223,0.094222586
Pop4,5,540,0.0041,0.065,0.62,0.38,0.81,0.86,0.94,0.551823537,0.472999151,0.785608294,0.371399987,0.018341017,0.103182231
Pop3,5,514,0.00293,0.01,0.366,0.634,0.76,0.96,0.79,0.836604278,0.424726453,0.275330129,0.22701988,0.165786562,0.134689112
Pop2,5,1464,0.00453,0.021,0.497,0.503,0.99,1,0.99,0.634414677,0.502456745,0.210168599,0.439243694,0.148841593,0.087848412
Pop3,1,1168,0.00486,0.024,0.595,0.405,0.88,0.76,1.16,0.56337497,0.475804675,0.662094927,0.478864585,0.103786413,0.187293491
Pop3,1,748,0.00125,0.099,0.625,0.375,0.83,0.99,0.84,1.489960232,0.342265874,0.684293322,0.453942047,0.105548058,0.089852835
Pop3,4,1521,0.00175,0.054,0.577,0.423,0.92,0.99,0.93,0.822353845,0.556330526,0.272124337,0.39562679,0.19626598,0.18437236
Pop5,1,603,0.00151,0.076,0.53,0.47,0.78,0.8,0.98,1.309874446,0.386415273,0.3593497,0.210985872,0.04892816,0.06552126
Pop3,1,970,0.00145,0.099,0.379,0.621,0.75,0.78,0.96,0.754640655,0.547835182,0.210531418,0.212646417,0.20506333,0.148484405
Pop3,3,1790,0.00298,0.053,0.538,0.462,0.76,0.77,0.99,1.181502722,0.560080437,0.375985166,0.485344128,0.162186778,0.186047828
Pop1,4,1772,0.00456,0.064,0.689,0.311,0.89,0.87,1.02,1.26022786,0.360809941,0.663885124,0.104113798,0.104742443,0.075312416
Pop2,3,1336,0.00065,0.041,0.647,0.353,0.7,0.98,0.71,1.095638741,0.324539851,0.510776317,0.386419989,0.114507154,0.195249044
Pop2,1,1419,0.00213,0.044,0.641,0.359,0.95,0.93,1.02,0.971576189,0.612304634,0.408857356,0.382498465,0.064161802,0.117932504
Pop4,3,1721,0.00126,0.018,0.504,0.496,0.88,0.92,0.96,0.911840914,0.48392017,0.423043577,0.349075816,0.188028583,0.191857266
Pop5,4,819,0.00399,0.015,0.378,0.622,0.93,0.74,1.26,0.848868267,0.323265518,0.200812175,0.496043538,0.128218686,0.151523007
Pop1,2,1497,0.00431,0.028,0.367,0.633,0.94,0.98,0.96,1.429529144,0.697946527,0.379880317,0.224751774,0.080213636,0.09523803
Pop1,1,1520,0.00215,0.054,0.321,0.679,0.76,0.89,0.85,1.330619408,0.323112224,0.587875245,0.235988746,0.149012529,0.078245379
Pop1,1,1490,0.00169,0.06,0.547,0.453,0.99,0.89,1.11,1.465026911,0.578014092,0.784516666,0.131575761,0.248933613,0.095560257
Pop1,2,1822,0.00175,0.086,0.451,0.549,0.91,0.76,1.2,0.624297223,0.69347157,0.708236496,0.277119255,0.10881557,0.063952611
Pop3,4,1057,0.00187,0.081,0.312,0.688,0.99,0.92,1.08,1.230867475,0.395672042,0.214156979,0.20441941,0.23017285,0.071580195
Pop5,1,1527,0.00132,0.083,0.468,0.532,0.82,0.91,0.9,1.438340457,0.356899747,0.739136363,0.237354681,0.08625421,0.065699066
Pop2,3,584,0.00127,0.05,0.603,0.397,0.9,0.89,1.01,0.681233066,0.348553976,0.669919048,0.433828716,0.013683177,0.113441532
Pop3,1,1603,0.00385,0.056,0.458,0.542,0.71,0.83,0.86,0.566496267,0.421310059,0.668225674,0.474193805,0.051060527,0.169336756
Pop3,3,1899,0.00265,0.018,0.631,0.369,0.97,0.97,1,1.241120649,0.340418324,0.474797455,0.174293229,0.104673786,0.071207533
Pop5,1,565,0.00324,0.031,0.329,0.671,0.81,0.92,0.88,1.074473113,0.576864537,0.438803176,0.249003573,0.054908732,0.069548065
Pop5,1,712,0.0007,0.085,0.412,0.588,0.73,0.98,0.74,1.341828777,0.324916719,0.381749437,0.471452225,5.68E-05,0.146514342
Pop5,1,581,0.00442,0.086,0.598,0.402,0.85,0.85,1,0.639772377,0.503768851,0.239416915,0.124723384,0.228750384,0.079577447
Pop4,3,1684,0.004,0.078,0.411,0.589,0.73,0.79,0.92,1.295267312,0.698678742,0.336941218,0.136944211,0.210969853,0.064641506
Pop3,1,646,0.00109,0.049,0.468,0.532,0.88,0.84,1.05,0.70162732,0.625588108,0.347962181,0.165116396,0.185573058,0.075027287
Pop2,3,1756,0.00129,0.093,0.554,0.446,0.88,0.96,0.92,0.663655943,0.546087775,0.490446242,0.338085134,0.041953649,0.188559709
Pop3,5,1121,0.00376,0.083,0.416,0.584,0.94,0.86,1.09,0.664265798,0.422501448,0.648466644,0.160188908,0.030090894,0.173220688
Pop5,1,1495,0.00402,0.083,0.343,0.657,0.85,0.82,1.04,1.31457472,0.549558335,0.484285897,0.487230553,0.016901187,0.103109684
Pop3,5,981,0.00403,0.047,0.322,0.678,0.92,0.78,1.18,1.165197221,0.510816586,0.23470667,0.278685811,0.181007297,0.148373115
Pop3,4,1623,0.00405,0.013,0.542,0.458,0.99,0.88,1.12,1.023065425,0.470433354,0.774673881,0.300607184,0.23220199,0.130591351
Pop4,1,1988,0.0031,0.023,0.544,0.456,0.97,0.71,1.37,0.858830484,0.352284151,0.765634591,0.198663446,0.107633955,0.15156864
Pop1,3,1905,0.00131,0.053,0.634,0.366,0.83,0.91,0.91,1.377200541,0.654641686,0.671113726,0.288384101,0.029785168,0.152400673
Pop2,1,1478,0.00052,0.09,0.514,0.486,0.93,0.78,1.19,0.892445107,0.47991386,0.794796741,0.364765453,0.128098205,0.144310102
Pop3,2,1271,0.00431,0.091,0.697,0.303,0.99,0.97,1.02,1.316599439,0.377849005,0.5266894,0.400470855,0.087207977,0.089915205
Pop4,5,1243,0.00355,0.092,0.623,0.377,0.87,0.79,1.1,0.939134909,0.44710374,0.77766101,0.401547233,0.093706231,0.055850963
Pop2,5,740,0.00146,0.078,0.533,0.467,1,0.98,1.02,0.876944429,0.465651901,0.245363024,0.331156445,0.155332656,0.118335017
